[0][0]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[36][7]: 11315938.000000
[36][8]: 8090596.000000
[36][9]: 50704616.000000
[36][10]: 9218557.000000
[36][11]: 6108813.000000
[36][12]: 13029377.000000
[36][13]: 16476100.000000
[36][14]: 5657969.000000
[36][15]: 18152501.000000
[36][16]: 369722.000000
[36][17]: 1100025.000000
[36][18]: 17284.000000
[36][19]: 4536200.000000
[36][20]: 12254917.000000
[36][21]: 14904146.000000
[36][22]: 12391538.000000
[36][23]: 40754437.000000
[36][24]: 17103554.000000
[36][25]: 63106490.000000
[36][26]: 93025.000000
[36][27]: 425837.000000
[36][28]: 35760146.000000
[36][29]: 176021.000000
[36][30]: 3265525.000000
[36][31]: 22067389.000000
[36][32]: 3806980.000000
[36][33]: 21487325.000000
[36][34]: 65551762.000000
[36][35]: 930052.000000
[36][36]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[36][37]: 5664101.000000
[36][38]: 21420040.000000
[36][39]: 8274681.000000
[36][40]: 27558754.000000
[36][41]: 43332392.000000
[36][42]: 324740.000000
[36][43]: 1902745.000000
[36][44]: 63776065.000000
[36][45]: 3478429.000000
[36][46]: 8428498.000000
[36][47]: 29496530.000000

[37][0]: 1058645.000000
[37][1]: 31606037.000000
[37][2]: 4139444.000000
[37][3]: 50842490.000000
[37][4]: 18936100.000000
[37][5]: 4948452.000000
[37][6]: 2199545.000000
[37][7]: 968705.000000
[37][8]: 372917.000000
[37][9]: 39476425.000000
[37][10]: 3832820.000000
[37][11]: 2364050.000000
[37][12]: 7399496.000000
[37][13]: 7772081.000000
[37][14]: 1284746.000000
[37][15]: 4131850.000000
[37][16]: 8691561.000000
[37][17]: 1816616.000000
[37][18]: 6261041.000000
[37][19]: 3960553.000000
[37][20]: 9727906.000000
[37][21]: 2952637.000000
[37][22]: 4813093.000000
[37][23]: 33485306.000000
[37][24]: 9523309.000000
[37][25]: 46650733.000000
[37][26]: 6657194.000000
[37][27]: 3039370.000000
[37][28]: 19980369.000000
[37][29]: 5118244.000000
[37][30]: 333658.000000
[37][31]: 18323330.000000
[37][32]: 1796197.000000
[37][33]: 8844772.000000
[37][34]: 54302945.000000
[37][35]: 2376961.000000
[37][36]: 5664101.000000
[37][37]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[37][38]: 15614689.000000
[37][39]: 1268522.000000
[37][40]: 10220465.000000
[37][41]: 30442201.000000
[37][42]: 7061569.000000
[37][43]: 1003714.000000
[37][44]: 54680548.000000
[37][45]: 903226.000000
[37][46]: 5899045.000000
[37][47]: 19179365.000000

[38][0]: 12455876.000000
[38][1]: 9511762.000000
[38][2]: 6160141.000000
[38][3]: 13457033.000000
[38][4]: 1565829.000000
[38][5]: 19661017.000000
[38][6]: 17506690.000000
[38][7]: 16732682.000000
[38][8]: 12546532.000000
[38][9]: 6234784.000000
[38][10]: 3985985.000000
[38][11]: 6276961.000000
[38][12]: 1517309.000000
[38][13]: 1902820.000000
[38][14]: 8218085.000000
[38][15]: 11545729.000000
[38][16]: 22578154.000000
[38][17]: 16403605.000000
[38][18]: 21632740.000000
[38][19]: 6372880.000000
[38][20]: 1289601.000000
[38][21]: 9803650.000000
[38][22]: 3359834.000000
[38][23]: 3426601.000000
[38][24]: 934378.000000
[38][25]: 11213810.000000
[38][26]: 20533141.000000
[38][27]: 17786353.000000
[38][28]: 4391578.000000
[38][29]: 17773753.000000
[38][30]: 16492505.000000
[38][31]: 283697.000000
[38][32]: 8773700.000000
[38][33]: 3923537.000000
[38][34]: 12354290.000000
[38][35]: 15070196.000000
[38][36]: 21420040.000000
[38][37]: 15614689.000000
[38][38]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[38][39]: 8249005.000000
[38][40]: 9483722.000000
[38][41]: 4046224.000000
[38][42]: 18694516.000000
[38][43]: 16368725.000000
[38][44]: 12092085.000000
[38][45]: 11069225.000000
[38][46]: 3077442.000000
[38][47]: 999290.000000

[39][0]: 679493.000000
[39][1]: 20821069.000000
[39][2]: 1054602.000000
[39][3]: 36131336.000000
[39][4]: 10410802.000000
[39][5]: 7183898.000000
[39][6]: 4194765.000000
[39][7]: 1739725.000000
[39][8]: 455629.000000
[39][9]: 26622677.000000
[39][10]: 866650.000000
[39][11]: 624168.000000
[39][12]: 2739746.000000
[39][13]: 2762281.000000
[39][14]: 306080.000000
[39][15]: 2176052.000000
[39][16]: 11092001.000000
[39][17]: 3535506.000000
[39][18]: 8832265.000000
[39][19]: 2171117.000000
[39][20]: 4719700.000000
[39][21]: 1079525.000000
[39][22]: 1151393.000000
[39][23]: 21965320.000000
[39][24]: 3892265.000000
[39][25]: 32589857.000000
[39][26]: 8852512.000000
[39][27]: 5020616.000000
[39][28]: 11474477.000000
[39][29]: 6790202.000000
[39][30]: 2066632.000000
[39][31]: 10525576.000000
[39][32]: 1101469.000000
[39][33]: 3643538.000000
[39][34]: 39044065.000000
[39][35]: 3657265.000000
[39][36]: 8274681.000000
[39][37]: 1268522.000000
[39][38]: 8249005.000000
[39][39]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[39][40]: 5633821.000000
[39][41]: 19286381.000000
[39][42]: 8657777.000000
[39][43]: 2751460.000000
[39][44]: 39492802.000000
[39][45]: 1023460.000000
[39][46]: 2440525.000000
[39][47]: 10586753.000000

[40][0]: 4782970.000000
[40][1]: 7590404.000000
[40][2]: 1945681.000000
[40][3]: 21504457.000000
[40][4]: 5883425.000000
[40][5]: 25525253.000000
[40][6]: 19485520.000000
[40][7]: 6470784.000000
[40][8]: 6704594.000000
[40][9]: 18644410.000000
[40][10]: 6314445.000000
[40][11]: 8477305.000000
[40][12]: 6498997.000000
[40][13]: 3730154.000000
[40][14]: 8321893.000000
[40][15]: 1538725.000000
[40][16]: 32337812.000000
[40][17]: 18038029.000000
[40][18]: 28549898.000000
[40][19]: 12540466.000000
[40][20]: 10678445.000000
[40][21]: 2186356.000000
[40][22]: 4215560.000000
[40][23]: 18359465.000000
[40][24]: 5220808.000000
[40][25]: 19326056.000000
[40][26]: 28497941.000000
[40][27]: 21286417.000000
[40][28]: 3648320.000000
[40][29]: 24664645.000000
[40][30]: 13634521.000000
[40][31]: 13044825.000000
[40][32]: 11275570.000000
[40][33]: 1261493.000000
[40][34]: 28931220.000000
[40][35]: 18363490.000000
[40][36]: 27558754.000000
[40][37]: 10220465.000000
[40][38]: 9483722.000000
[40][39]: 5633821.000000
[40][40]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[40][41]: 11460802.000000
[40][42]: 27915106.000000
[40][43]: 15974377.000000
[40][44]: 31181921.000000
[40][45]: 11459293.000000
[40][46]: 9761924.000000
[40][47]: 7096648.000000

[41][0]: 23226580.000000
[41][1]: 2530970.000000
[41][2]: 13082021.000000
[41][3]: 2825209.000000
[41][4]: 1365181.000000
[41][5]: 40745185.000000
[41][6]: 36611258.000000
[41][7]: 28702402.000000
[41][8]: 24920180.000000
[41][9]: 876816.000000
[41][10]: 13692073.000000
[41][11]: 18289745.000000
[41][12]: 9005125.000000
[41][13]: 7485572.000000
[41][14]: 20874757.000000
[41][15]: 18374481.000000
[41][16]: 45501250.000000
[41][17]: 34842557.000000
[41][18]: 43773572.000000
[41][19]: 19840320.000000
[41][20]: 9829489.000000
[41][21]: 17724906.000000
[41][22]: 11153858.000000
[41][23]: 1617689.000000
[41][24]: 6283890.000000
[41][25]: 1857050.000000
[41][26]: 42360821.000000
[41][27]: 37458369.000000
[41][28]: 2251090.000000
[41][29]: 38176065.000000
[41][30]: 33203465.000000
[41][31]: 4779937.000000
[41][32]: 22912916.000000
[41][33]: 7384505.000000
[41][34]: 4002058.000000
[41][35]: 33314324.000000
[41][36]: 43332392.000000
[41][37]: 30442201.000000
[41][38]: 4046224.000000
[41][39]: 19286381.000000
[41][40]: 11460802.000000
[41][41]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[41][42]: 39861396.000000
[41][43]: 34070549.000000
[41][44]: 4858285.000000
[41][45]: 25949657.000000
[41][46]: 13539082.000000
[41][47]: 1364578.000000

[42][0]: 12173032.000000
[42][1]: 49374530.000000
[42][2]: 15138125.000000
[42][3]: 63788005.000000
[42][4]: 28218229.000000
[42][5]: 302065.000000
[42][6]: 1485338.000000
[42][7]: 13184386.000000
[42][8]: 9230120.000000
[42][9]: 46166724.000000
[42][10]: 8541193.000000
[42][11]: 5771357.000000
[42][12]: 11576101.000000
[42][13]: 15320720.000000
[42][14]: 5781145.000000
[42][15]: 19268829.000000
[42][16]: 190786.000000
[42][17]: 1746605.000000
[42][18]: 235280.000000
[42][19]: 3694644.000000
[42][20]: 10164109.000000
[42][21]: 15746562.000000
[42][22]: 11712650.000000
[42][23]: 36256709.000000
[42][24]: 15479658.000000
[42][25]: 58781474.000000
[42][26]: 82025.000000
[42][27]: 910845.000000
[42][28]: 33999058.000000
[42][29]: 159633.000000
[42][30]: 4471829.000000
[42][31]: 18822061.000000
[42][32]: 3708392.000000
[42][33]: 20836985.000000
[42][34]: 59862538.000000
[42][35]: 1255424.000000
[42][36]: 324740.000000
[42][37]: 7061569.000000
[42][38]: 18694516.000000
[42][39]: 8657777.000000
[42][40]: 27915106.000000
[42][41]: 39861396.000000
[42][42]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[42][43]: 2808041.000000
[42][44]: 57794629.000000
[42][45]: 3856565.000000
[42][46]: 7081906.000000
[42][47]: 26865898.000000

[43][0]: 3790421.000000
[43][1]: 38262617.000000
[43][2]: 7210666.000000
[43][3]: 56274068.000000
[43][4]: 22142354.000000
[43][5]: 1495762.000000
[43][6]: 231625.000000
[43][7]: 3944377.000000
[43][8]: 2206637.000000
[43][9]: 42337709.000000
[43][10]: 4566370.000000
[43][11]: 2444356.000000
[43][12]: 8176034.000000
[43][13]: 9842225.000000
[43][14]: 1659380.000000
[43][15]: 8570504.000000
[43][16]: 3793429.000000
[43][17]: 125410.000000
[43][18]: 2251985.000000
[43][19]: 2692565.000000
[43][20]: 9173576.000000
[43][21]: 6515105.000000
[43][22]: 6453349.000000
[43][23]: 34712276.000000
[43][24]: 11093693.000000
[43][25]: 51689845.000000
[43][26]: 2498516.000000
[43][27]: 551588.000000
[43][28]: 24931513.000000
[43][29]: 1629938.000000
[43][30]: 193140.000000
[43][31]: 18186052.000000
[43][32]: 1177245.000000
[43][33]: 12581482.000000
[43][34]: 57086725.000000
[43][35]: 359721.000000
[43][36]: 1902745.000000
[43][37]: 1003714.000000
[43][38]: 16368725.000000
[43][39]: 2751460.000000
[43][40]: 15974377.000000
[43][41]: 34070549.000000
[43][42]: 2808041.000000
[43][43]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[43][44]: 56551970.000000
[43][45]: 553320.000000
[43][46]: 5401337.000000
[43][47]: 21806405.000000

[44][0]: 46707905.000000
[44][1]: 12049285.000000
[44][2]: 32037904.000000
[44][3]: 3520106.000000
[44][4]: 10502208.000000
[44][5]: 60905128.000000
[44][6]: 58280569.000000
[44][7]: 54617489.000000
[44][8]: 48070225.000000
[44][9]: 1607533.000000
[44][10]: 29794664.000000
[44][11]: 35787250.000000
[44][12]: 22052420.000000
[44][13]: 21589285.000000
[44][14]: 40157618.000000
[44][15]: 41201458.000000
[44][16]: 64065265.000000
[44][17]: 56367700.000000
[44][18]: 63819493.000000
[44][19]: 35475325.000000
[44][20]: 20487978.000000
[44][21]: 39552637.000000
[44][22]: 27169757.000000
[44][23]: 2651818.000000
[44][24]: 18589525.000000
[44][25]: 3231125.000000
[44][26]: 61519474.000000
[44][27]: 58418986.000000
[44][28]: 13716289.000000
[44][29]: 57253864.000000
[44][30]: 56791850.000000
[44][31]: 10860866.000000
[44][32]: 41412065.000000
[44][33]: 23326088.000000
[44][34]: 211769.000000
[44][35]: 53605253.000000
[44][36]: 63776065.000000
[44][37]: 54680548.000000
[44][38]: 12092085.000000
[44][39]: 39492802.000000
[44][40]: 31181921.000000
[44][41]: 4858285.000000
[44][42]: 57794629.000000
[44][43]: 56551970.000000
[44][44]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[44][45]: 46299698.000000
[44][46]: 27119349.000000
[44][47]: 9616925.000000

[45][0]: 2376929.000000
[45][1]: 29819765.000000
[45][2]: 4092490.000000
[45][3]: 45667940.000000
[45][4]: 15695426.000000
[45][5]: 2787826.000000
[45][6]: 1109485.000000
[45][7]: 3185389.000000
[45][8]: 1235945.000000
[45][9]: 33324161.000000
[45][10]: 1942690.000000
[45][11]: 683524.000000
[45][12]: 4515962.000000
[45][13]: 5735789.000000
[45][14]: 307700.000000
[45][15]: 5890976.000000
[45][16]: 5446897.000000
[45][17]: 785434.000000
[45][18]: 3848525.000000
[45][19]: 1145273.000000
[45][20]: 5542352.000000
[45][21]: 4044125.000000
[45][22]: 3243385.000000
[45][23]: 26804132.000000
[45][24]: 6700241.000000
[45][25]: 41549593.000000
[45][26]: 3893780.000000
[45][27]: 1514900.000000
[45][28]: 18181069.000000
[45][29]: 2586194.000000
[45][30]: 581508.000000
[45][31]: 12785188.000000
[45][32]: 177561.000000
[45][33]: 8057626.000000
[45][34]: 46626385.000000
[45][35]: 812277.000000
[45][36]: 3478429.000000
[45][37]: 903226.000000
[45][38]: 11069225.000000
[45][39]: 1023460.000000
[45][40]: 11459293.000000
[45][41]: 25949657.000000
[45][42]: 3856565.000000
[45][43]: 553320.000000
[45][44]: 46299698.000000
[45][45]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[45][46]: 2701109.000000
[45][47]: 15423257.000000

[46][0]: 5657426.000000
[46][1]: 19263808.000000
[46][2]: 3482581.000000
[46][3]: 28728545.000000
[46][4]: 7027605.000000
[46][5]: 7310929.000000
[46][6]: 5912308.000000
[46][7]: 8286500.000000
[46][8]: 4819498.000000
[46][9]: 18051010.000000
[46][10]: 505193.000000
[46][11]: 794641.000000
[46][12]: 570497.000000
[46][13]: 1824058.000000
[46][14]: 1680869.000000
[46][15]: 7553005.000000
[46][16]: 9594952.000000
[46][17]: 5294953.000000
[46][18]: 8633434.000000
[46][19]: 603034.000000
[46][20]: 505125.000000
[46][21]: 5452960.000000
[46][22]: 1157972.000000
[46][23]: 12818305.000000
[46][24]: 1646980.000000
[46][25]: 25411604.000000
[46][26]: 8053621.000000
[46][27]: 6073465.000000
[46][28]: 10292068.000000
[46][29]: 6253393.000000
[46][30]: 5778449.000000
[46][31]: 3765809.000000
[46][32]: 1547306.000000
[46][33]: 4576529.000000
[46][34]: 27732008.000000
[46][35]: 4527410.000000
[46][36]: 8428498.000000
[46][37]: 5899045.000000
[46][38]: 3077442.000000
[46][39]: 2440525.000000
[46][40]: 9761924.000000
[46][41]: 13539082.000000
[46][42]: 7081906.000000
[46][43]: 5401337.000000
[46][44]: 27119349.000000
[46][45]: 2701109.000000
[46][46]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000
[46][47]: 6406100.000000

[47][0]: 14010642.000000
[47][1]: 4356724.000000
[47][2]: 6553373.000000
[47][3]: 8087085.000000
[47][4]: 92285.000000
[47][5]: 27352481.000000
[47][6]: 23849576.000000
[47][7]: 18448840.000000
[47][8]: 15018874.000000
[47][9]: 3663370.000000
[47][10]: 6418921.000000
[47][11]: 9663917.000000
[47][12]: 3368313.000000
[47][13]: 2533570.000000
[47][14]: 11598057.000000
[47][15]: 11131585.000000
[47][16]: 31560308.000000
[47][17]: 22420625.000000
[47][18]: 29908642.000000
[47][19]: 10898290.000000
[47][20]: 4167929.000000
[47][21]: 10166308.000000
[47][22]: 4792576.000000
[47][23]: 2683789.000000
[47][24]: 1793056.000000
[47][25]: 6389200.000000
[47][26]: 28816153.000000
[47][27]: 24569845.000000
[47][28]: 1430312.000000
[47][29]: 25314337.000000
[47][30]: 21186365.000000
[47][31]: 1907053.000000
[47][32]: 13095770.000000
[47][33]: 3065761.000000
[47][34]: 9075076.000000
[47][35]: 21225194.000000
[47][36]: 29496530.000000
[47][37]: 19179365.000000
[47][38]: 999290.000000
[47][39]: 10586753.000000
[47][40]: 7096648.000000
[47][41]: 1364578.000000
[47][42]: 26865898.000000
[47][43]: 21806405.000000
[47][44]: 9616925.000000
[47][45]: 15423257.000000
[47][46]: 6406100.000000
[47][47]: 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000

